original_title,director,genres,vote_count,vote_average,release_year,budget_adj,revenue_adj
Mrs. Brown's Boys D'Movie,Ben Kellett,Comedy,20,5.2,2014,5434437.19955161,21185094.1677435
Listen Up Philip,Alex Ross Perry,Comedy|Drama,33,5.9,2014,0.0,0.0
Iverson,Zatella Beatty,Documentary,14,7.2,2014,0.0,0.0
The Road Within,Gren Wells,Comedy|Drama,56,6.9,2014,0.0,0.0
Ascension,Mairzee Almas|Nick Copus|Robert Lieberman,Drama|Science Fiction|TV Movie,30,5.5,2014,0.0,0.0
Dans la cour,Pierre Salvadori,Drama|Comedy,12,4.9,2014,0.0,0.0
Crawl or Die,Oklahoma Ward,Thriller|Science Fiction|Horror,10,4.6,2014,0.0,0.0
Red Army,Gabe Polsky,Documentary|History,36,7.2,2014,0.0,0.0
Whitey: United States of America v. James J. Bulger,Joe Berlinger,Crime|Documentary,20,6.0,2014,0.0,0.0
The Living,Jack Bryan,Thriller,11,4.6,2014,460545.525385729,0.0
Rosewater,Jon Stewart,Drama,64,6.6,2014,0.0,0.0
Last Days in Vietnam,Rory Kennedy,War|Documentary,20,5.9,2014,0.0,0.0
ç­‰ä¸€å€‹äººå’–å•¡,Chiang Chin-Lin,Comedy|Romance,17,6.4,2014,0.0,0.0
Two Men in Town,Rachid Bouchareb,Crime|Drama,23,6.1,2014,0.0,0.0
Hyena,Gerard Johnson,Drama|Crime,18,4.7,2014,0.0,0.0
Finders Keepers,Alexander Yellen,Mystery|Thriller|Horror,33,4.8,2014,0.0,0.0
Trailer Park Boys: Don't Legalize It,Mike Clattenburg,Comedy,10,5.6,2014,0.0,0.0
Elephant Song,Charles BinamÃ©,Drama,20,7.4,2014,0.0,0.0
Teen Lust,Blaine Thurier,Comedy,12,4.3,2014,0.0,0.0
The Little Rascals Save the Day,Alex Zamm,Comedy,16,5.4,2014,7368728.40617167,0.0
Nowhere Safe,Brian Brough,TV Movie|Drama,11,5.7,2014,0.0,0.0
Black Mirror: White Christmas,Carl Tibbetts,Drama|Horror|Mystery|Science Fiction|Thriller,41,8.8,2014,0.0,0.0
Animal,Brett Simmons,Thriller|Horror,41,4.5,2014,0.0,0.0
We'll Never Have Paris,Simon Helberg|Jocelyn Towne,Comedy|Romance,23,4.8,2014,0.0,0.0
They Came Together,David Wain,Comedy,115,5.2,2014,0.0,0.0
Jersey Shore Massacre,Paul Tarnopol,Horror|Comedy,14,2.4,2014,1289527.47108004,0.0
The Story of Frozen: Making a Disney Animated Classic,Rudy Bednar,Documentary,10,7.2,2014,0.0,0.0
Inner Demons,Seth Grossman,Thriller|Horror,10,3.8,2014,0.0,0.0
Cowspiracy: The Sustainability Secret,Kip Anderson|Keegan Kuhn,Documentary,66,7.6,2014,107.76765294025999,0.0
Killer Legends,Joshua Zeman|Rachel Mills,History|Crime|Horror|Documentary,14,5.4,2014,0.0,0.0
Amira & Sam,Sean Mullin,Drama|Romance|Comedy,20,5.9,2014,0.0,0.0
Midnight Sun,Roger Spottiswoode,Family|Adventure,10,4.9,2014,16579638.9138862,0.0
Grumpy Cat's Worst Christmas Ever,Tim Hill,Comedy|Family,16,5.3,2014,0.0,0.0
The Hornet's Nest,David Salzberg|Christian Tureaud,War|Documentary|History,16,6.5,2014,0.0,0.0
Viharsarok,ÃdÃ¡m CsÃ¡szi,Drama,12,7.2,2014,0.0,0.0
The Mummy Resurrected,Patrick McManus,Horror,23,4.6,2014,0.0,0.0
The Wedding Pact,Matt Berman,Comedy|Romance,19,5.1,2014,0.0,0.0
Over the Garden Wall,Nate Cash,Adventure|Animation|Family|Fantasy,12,7.8,2014,0.0,0.0
Alive Inside,Michael Rossato-Bennett,Documentary,23,7.7,2014,0.0,0.0
Gunday,Ali Zafar,Action|Crime|Drama,24,5.9,2014,0.0,0.0
The Cut,Fatih Akin,History|Drama,14,6.9,2014,14737456.8123433,0.0
Rosemary's Baby,Agnieszka Holland,Thriller|Drama|Horror|Mystery,52,6.1,2014,0.0,0.0
Happy Christmas,Joe Swanberg,Comedy|Drama,42,5.4,2014,0.0,0.0
The 7:39,John Alexander,Romance|Drama,11,6.5,2014,0.0,0.0
The Perfect Wave,Bruce MacDonald,Romance|Adventure|Drama,14,4.5,2014,0.0,0.0
Billy Elliot: The Musical,Stephen Daldry|Brett Sullivan,Drama|Music|Comedy,10,8.1,2014,0.0,0.0
Delirium,Rodrigo GarcÃ­a,Adventure|Fantasy|Romance|Science Fiction,30,6.6,2014,0.0,0.0
Sex Ed,Isaac Feder,Romance|Comedy,29,5.1,2014,0.0,0.0
The Houses October Built,Bobby Roe,Thriller|Horror,51,5.4,2014,0.0,0.0
Lullaby,Andrew Levitas,Drama,12,5.5,2014,0.0,0.0
Marvellous,Julian Farino,Drama|TV Movie,23,7.6,2014,0.0,0.0
Hercules Reborn,Nick Lyon,Adventure|Action,36,4.1,2014,0.0,0.0
Road,Michael Hewitt|Dermot Lavery,Documentary,12,7.7,2014,0.0,0.0
Party Central,Kelsey Mann,Comedy|Animation,10,6.9,2014,0.0,0.0
Mostly Ghostly: Have You Met My Ghoulfriend?,Peter Hewitt,Family|Fantasy|Horror,16,5.2,2014,0.0,0.0
Klondike,Simon Cellan Jones,Drama|History,17,6.7,2014,0.0,0.0
No No: A Dockumentary,Jeffrey Radice,Documentary,13,6.7,2014,0.0,0.0
Way of the Wicked,Kevin Carraway,Thriller,12,4.1,2014,2763273.15231437,0.0
Lust for Love,Anton King,Comedy|Romance,11,5.3,2014,0.0,0.0
Where the Devil Hides,Christian E. Christiansen,Horror|Thriller,21,4.8,2014,6447637.35540021,0.0
Believe Me,Will Bakke,Drama|Comedy,11,4.2,2014,0.0,0.0
Jim Jefferies: BARE,Shannon Hartman,Comedy,17,7.4,2014,0.0,0.0
Bill Burr: I'm Sorry You Feel That Way,Jay Karas,Comedy,13,7.5,2014,0.0,0.0
The Guvnors,Gabe Turner,Crime|Thriller,16,5.4,2014,0.0,0.0
Nick Offerman: American Ham,Jordan Vogt-Roberts,Comedy|Documentary,11,6.4,2014,0.0,0.0
Tell,J.M.R. Luna,Drama|Action|Crime,15,5.3,2014,0.0,0.0
Night Will Fall,AndrÃ© Singer,Documentary,11,7.5,2014,0.0,0.0
The Battered Bastards of Baseball,Chapman Way|Maclain Way,Documentary,17,7.2,2014,0.0,0.0
Jailbait,Jared Cohn,Crime|Drama|Thriller,12,5.1,2014,0.0,0.0
The Rise and Rise of Bitcoin,Nicholas Mross,Documentary|History,20,6.8,2014,0.0,0.0
Breakup Buddies,Ning Hao,Comedy|Romance,10,6.0,2014,0.0,0.0
CÃ¡sese quien pueda,Marco Polo Constandse,Comedy|Romance,21,6.7,2014,0.0,0.0
Death Clique,Doug Campbell,Drama|Thriller,12,6.0,2014,1842182.10154291,0.0
Hits,David Cross,Drama|Comedy,13,4.9,2014,921091.050771459,0.0
All Relative,J.C. Khoury,Romance|Comedy|Drama,11,5.7,2014,0.0,0.0
Banksy Does New York,Chris Moukarbel,Documentary,22,6.8,2014,0.0,0.0
Not Cool,Shane Dawson,Comedy,17,4.1,2014,0.0,0.0
Merchants of Doubt,Robert Kenner,Documentary,23,7.4,2014,0.0,177217.918168428
96 heures,FrÃ©dÃ©ric Schoendoerffer,Thriller,13,5.2,2014,0.0,0.0
Camp Takota,Chris Riedell|Nick Riedell,Comedy,22,6.8,2014,0.0,0.0
Swedish House Mafia - Leave the World Behind,Christian Larson,Documentary|Music,17,7.6,2014,690818.288078594,0.0
Montana,Mo Ali,Thriller|Crime|Action|Drama,18,6.5,2014,0.0,0.0
Atari: Game Over,Zak Penn,Documentary,65,6.7,2014,0.0,0.0
Indigenous,Alastair Orr,Horror,20,4.6,2014,0.0,0.0
Mardaani,Pradeep Sarkar,Thriller|Action|Drama,15,6.7,2014,0.0,0.0
Amour Sur Place ou Ã  Emporter,Amelle Chahbi,Romance|Comedy,48,5.5,2014,0.0,0.0
Wanderers,Erik Wernquist,Science Fiction,14,7.8,2014,0.0,0.0
Eden,Mia Hansen-LÃ¸ve,Drama|Music,26,5.4,2014,0.0,60294.6201834997
Something Wicked,Darin Scott,Mystery|Thriller,11,4.7,2014,2763273.15231437,0.0
Old Fashioned,Rik Swartzwelder,Romance|Drama,12,6.6,2014,0.0,0.0
The Fluffy Movie,Manny Rodriguez|Jay Lavender,Comedy,31,7.0,2014,0.0,0.0
Khoobsurat,Shashanka Ghosh,Comedy|Romance,33,6.7,2014,0.0,0.0
Showrunners: The Art of Running a TV Show,Des Doyle,Documentary,22,6.3,2014,0.0,0.0
Saints and Soldiers: The Void,Ryan Little,War|Action|Drama,16,4.9,2014,0.0,0.0
Not Safe for Work,Joe Johnston,Thriller,21,4.9,2014,0.0,0.0
The Gunfighter,Eric Kissack,Comedy|Western,11,7.0,2014,0.0,0.0
Heaven Adores You,Nickolas Dylan Rossi,Documentary,11,6.8,2014,0.0,0.0
Korengal,Sebastian Junger,Documentary,16,6.8,2014,0.0,0.0
America: Imagine the World Without Her,Dinesh D'Souza|John Sullivan,Documentary,25,5.6,2014,0.0,0.0
23 Blast,Dylan Baker,Drama,11,6.0,2014,0.0,0.0
All This Mayhem,Eddie Martin,Documentary,17,7.4,2014,0.0,0.0
Plague,Kostas Ouzas|Nick Kozakis,Drama|Horror,11,3.9,2014,184218.210154291,0.0
Vie Sauvage,CÃ©dric Kahn,Drama,14,6.0,2014,0.0,0.0
Jim Gaffigan: Obsessed,Jay Chapman,Comedy,13,7.2,2014,0.0,0.0
Chelsea Handler Uganda Be Kidding Me Live,James Yukich,Comedy,13,6.9,2014,0.0,0.0
To Be Takei,Jennifer M. Kroot,Documentary,15,6.5,2014,0.0,0.0
Nas: Time Is Illmatic,One9,Documentary|Music,19,6.9,2014,0.0,0.0
Treehouse,Michael G. Bartlett,Thriller|Horror|Mystery,16,3.4,2014,2993545.91500724,0.0
Come Back to Me,Paul Leyden,Horror,20,5.6,2014,0.0,0.0
The 10 Year Plan,J.C. Calciano,Romance|Comedy,11,6.1,2014,0.0,0.0
Ardennes Fury,Joseph J. Lawson,War|Action,19,5.2,2014,0.0,0.0
Tim Maia,Mauro Lima,Documentary|Drama|Music,14,6.0,2014,0.0,0.0
Tracks,John Curran,Adventure|Drama,132,7.0,2014,0.0,4493305.04969746
Point and Shoot,Marshall Curry,Documentary,12,7.2,2014,0.0,0.0
Maidentrip,Jillian Schlesinger,Adventure|Documentary,16,7.2,2014,0.0,0.0
Ballet 422,Jody Lee Lipes,Documentary|Music,12,6.4,2014,0.0,0.0
Chelsea Peretti: One of the Greats,Lance Bangs,Comedy,26,6.6,2014,0.0,0.0
The After,Chris Carter,Mystery|Drama|Fantasy,13,6.5,2014,0.0,0.0
The Trip to Italy,Michael Winterbottom,Comedy|Drama,66,6.3,2014,0.0,0.0
The Dead Lands,Toa Fraser,Action,21,6.0,2014,0.0,4826.51710604244
Mary Kom,Omung Kumar,Drama,17,7.0,2014,0.0,0.0
The Green Prince,Nadav Schirman,Documentary,12,7.5,2014,0.0,0.0
Ambition,Tomek Baginski,Science Fiction,30,6.9,2014,0.0,0.0
Corner Gas: The Movie,David Storey,Family|Comedy,11,5.4,2014,7829273.9315574,0.0
The Overnighters,Jesse Moss,Drama|Documentary,20,6.8,2014,0.0,0.0
Altar,Nick Willing,Mystery|Horror,23,4.1,2014,0.0,0.0
Happy Ending,Krishna D.K.|Raj Nidimoru,Comedy,12,5.4,2014,0.0,0.0
"Fat, Sick & Nearly Dead 2",Kurt Engfehr,Documentary,14,6.5,2014,0.0,0.0
Nowitzki: The Perfect Shot,Sebastian Dehnhardt,Documentary,18,6.8,2014,0.0,0.0
Mitt,Greg Whiteley,Documentary,15,6.4,2014,0.0,0.0
Berkshire County,Audrey Cummings,Horror|Thriller,15,5.5,2014,0.0,0.0
Des Lendemains Qui Chantent,Nicolas Castro,Comedy,13,6.0,2014,4.60545525385729,0.0
Main Tera Hero,David Dhawan,Romance|Comedy,12,5.8,2014,0.0,0.0
Happy Valley,Amir Bar-Lev,Documentary,14,6.0,2014,0.0,0.0
Kids for Cash,Robert May,Documentary|Thriller,12,7.1,2014,0.0,0.0
Lost Soul: The Doomed Journey of Richard Stanley's Island of Dr. Moreau,David Gregory,Documentary,16,7.1,2014,0.0,0.0
Kill Dil,Shaad Ali,Drama|Action|Crime,13,5.2,2014,0.0,0.0
Love Me,Jonathon Narducci,Documentary,13,7.0,2014,0.0,0.0
We Still Kill the Old Way,Sacha Bennett,Crime,11,4.9,2014,0.0,0.0
Finding Fanny,Homi Adajania,Romance|Comedy|Drama,15,5.8,2014,2292964.06179047,0.0
One Direction: Where We Are - The Concert,Paul Dugdale,Documentary|Music,32,8.3,2014,0.0,0.0
Stop at Nothing: The Lance Armstrong Story,Alex Holmes,Documentary,16,6.7,2014,0.0,0.0
Humpty Sharma Ki Dulhania,Shashank Khaitan,Drama|Comedy|Romance,23,6.4,2014,0.0,0.0
Anatomy of a Love Seen,Marina Rice Bader,Romance|Drama,18,4.2,2014,0.0,0.0
Rich Hill,Tracy Droz Tragos|Andrew Droz Palermo,Documentary,14,7.1,2014,0.0,0.0
Pantani: The Accidental Death of a Cyclist,James Erskine,Documentary,11,6.5,2014,0.0,0.0
Do I Sound Gay?,David Thorpe,Documentary,12,5.8,2014,0.0,0.0
Star Wars,George Lucas,Adventure|Action|Science Fiction,4428,7.9,1977,39575591.3582738,2789712242.27745
The Spy Who Loved Me,Lewis Gilbert,Adventure|Action|Thriller,279,6.2,1977,50368934.4559849,667167740.424415
The Rescuers,John Lounsbery|Wolfgang Reitherman|Art Stevens,Fantasy|Family|Animation|Adventure,332,6.6,1977,4317337.23908442,256219102.706214
Annie Hall,Woody Allen,Comedy|Drama|Romance,493,7.6,1977,14391124.1302814,137620251.33378702
Pete's Dragon,Don Chaffey,Fantasy|Animation|Comedy|Family,113,6.4,1977,35977810.32570349,0.0
Close Encounters of the Third Kind,Steven Spielberg,Science Fiction|Drama,600,7.0,1977,71955620.65140699,1092964988.91343
A Bridge Too Far,Richard Attenborough,Drama|History|War,109,6.4,1977,79151182.7165477,182587387.40294495
The Many Adventures of Winnie the Pooh,John Lounsbery|Wolfgang Reitherman,Animation|Family,75,7.1,1977,0.0,0.0
Herbie Goes To Monte Carlo,Vincent McEveety,Romance|Comedy|Family|Action|Adventure,36,6.4,1977,0.0,0.0
Sinbad and the Eye of the Tiger,Sam Wanamaker,Action|Adventure|Family|Fantasy|Science Fiction,15,5.9,1977,12592233.613996198,57564496.5211256
March or Die,Dick Richards,Action|Adventure|Drama|War,10,6.1,1977,0.0,0.0
Saturday Night Fever,John Badham,Drama|Music,192,6.3,1977,12592233.613996198,853081315.967563
High Anxiety,Mel Brooks,Comedy|Music,29,6.2,1977,12232455.5107391,111758008.930412
Smokey and the Bandit,Hal Needham,Action|Adventure|Comedy,93,6.9,1977,0.0,455973514.57515
Pumping Iron,George Butler|Robert Fiore,Documentary,71,7.0,1977,0.0,0.0
The Gauntlet,Clint Eastwood,Drama|Action|Crime|Thriller,45,6.7,1977,19787795.6791369,95034155.5342327
Cross of Iron,Sam Peckinpah,Drama|Action|History|War,37,6.0,1977,21586686.1954221,0.0
"New York, New York",Martin Scorsese,Drama|Music|Romance,32,5.6,1977,0.0,0.0
Slap Shot,George Roy Hill,Drama|Comedy,49,7.3,1977,0.0,100737868.911969
The Duellists,Ridley Scott,Drama|War,31,5.9,1977,3238002.92931331,0.0
Julia,Fred Zinnemann,Drama,10,5.0,1977,0.0,0.0
Audrey Rose,Robert Wise,Fantasy|Drama|Horror|Thriller,12,5.5,1977,0.0,0.0
Exorcist II: The Heretic,John Boorman,Horror|Thriller|Fantasy,56,4.6,1977,50368934.4559849,110628679.855412
Airport '77,Jerry Jameson,Action|Adventure|Drama|Thriller,25,5.7,1977,21586686.1954221,107933430.97711
Jabberwocky,Terry Gilliam,Fantasy|Comedy,21,5.8,1977,0.0,0.0
Eraserhead,David Lynch,Science Fiction|Fantasy|Horror|Drama,194,7.1,1977,35977.8103257035,25184467.2279924
Rolling Thunder,John Flynn,Action|Crime|Drama|Thriller,19,6.3,1977,0.0,0.0
The Message,Moustapha Akkad,Adventure|Drama|Action|History,45,7.2,1977,0.0,0.0
The Hobbit,"Jules Bass|Arthur Rankin, Jr.",Adventure|Animation|Family,46,5.8,1977,10793343.097711,0.0
The Man in the Iron Mask,Mike Newell,History|Adventure,11,5.9,1977,0.0,0.0
Black Sunday,John Frankenheimer,Action|Adventure|Drama|Thriller,13,6.1,1977,0.0,0.0
Candleshoe,Norman Tokar,Family,15,7.1,1977,0.0,0.0
The Serpent's Egg,Ingmar Bergman,Drama|Mystery,12,5.3,1977,0.0,0.0
The White Buffalo,J. Lee Thompson,Western,10,5.6,1977,0.0,0.0
Orca: The Killer Whale,Michael Anderson,Drama|Adventure|Horror,25,5.0,1977,21586686.1954221,52951615.9613396
Sorcerer,William Friedkin,Action|Thriller|Adventure,48,7.4,1977,79151182.7165477,43173372.3908442
The Last Wave,Peter Weir,Drama|Thriller|Mystery,12,5.8,1977,2914202.63638198,4526008.5389735
"Oh, God!",Carl Reiner,Fantasy|Comedy,15,5.6,1977,0.0,149981572.165551
3 Women,Robert Altman,Drama,24,6.1,1977,5396671.54885552,0.0
Kingdom of the Spiders,John 'Bud' Cardos,Horror|Science Fiction,16,5.7,1977,1798890.51628517,61162277.5536959
The Car,Elliot Silverstein,Horror|Mystery,24,6.2,1977,0.0,0.0
Wizards,Ralph Bakshi,Animation|Fantasy|Science Fiction,26,6.0,1977,4317337.23908442,32380029.2931331
Rollercoaster,James Goldstone,Action|Thriller,10,6.0,1977,0.0,0.0
The Hills Have Eyes,Wes Craven,Horror,57,6.0,1977,827489.63749118,89944525.8142588
Demon Seed,Donald Cammell,Horror|Science Fiction,23,5.2,1977,0.0,0.0
The Kentucky Fried Movie,John Landis,Comedy,31,6.2,1977,2158668.61954221,0.0
The Island of Dr. Moreau,Don Taylor,Science Fiction,12,5.1,1977,0.0,0.0
Martin,George A. Romero,Horror,17,6.3,1977,0.0,0.0
The Deep,Peter Yates,Mystery|Thriller|Adventure,27,5.7,1977,0.0,0.0
Empire of the Ants,Bert I. Gordon,Horror|Science Fiction,11,4.6,1977,0.0,0.0
Day of the Animals,William Girdler,Science Fiction|Horror|Thriller,11,5.5,1977,0.0,0.0
The Sentinel,Michael Winner,Horror|Drama|Mystery,14,6.3,1977,0.0,10.793343097711
The Goodbye Girl,Herbert Ross,Comedy|Romance,10,6.5,1977,0.0,366973665.322175
Opening Night,John Cassavetes,Drama,10,6.2,1977,0.0,0.0
Rabid,David Cronenberg,Horror|Science Fiction,29,6.1,1977,1906823.94726228,0.0
Shock Waves,Ken Wiederhorn,Horror,11,4.9,1977,719556.20651407,0.0
Emmet Otter's Jug-Band Christmas,Jim Henson,Drama|Comedy|Family,10,7.5,1977,0.0,0.0
Avatar,James Cameron,Action|Adventure|Fantasy|Science Fiction,8458,7.1,2009,240886902.887613,2827123750.41189
Inglourious Basterds,Quentin Tarantino,Drama|Action|Thriller|War,3969,7.7,2009,71148030.38874671,324364937.762752
Underworld: Rise of the Lycans,Patrick Tatopoulos,Fantasy|Action|Adventure|Science Fiction|Thriller,979,6.2,2009,35574015.19437329,92825002.67821509
Harry Potter and the Half-Blood Prince,David Yates,Adventure|Fantasy|Family,3220,7.3,2009,254100108.531238,949276533.285793
Up,Bob Peterson|Pete Docter,Animation|Comedy|Family|Adventure,4225,7.6,2009,177870075.97186598,743337082.495734
Star Trek,J.J. Abrams,Science Fiction|Action|Adventure,3417,7.3,2009,152460065.118743,392005772.74790496
Terminator Salvation,McG,Drama|Action|Thriller|Science Fiction,1670,5.8,2009,203280086.82499,377443351.430004
District 9,Neill Blomkamp,Action|Thriller|Science Fiction,2141,7.1,2009,30492013.023748606,214277144.142453
Sherlock Holmes,Guy Ritchie,Adventure|Drama|Action|Comedy|Thriller,4118,6.9,2009,91476039.0712458,532622976.829525
(500) Days of Summer,Marc Webb,Comedy|Drama|Romance,1778,7.3,2009,7623003.25593715,61718613.19885401
Ice Age: Dawn of the Dinosaurs,Carlos Saldanha,Animation|Comedy|Family|Adventure,1392,6.4,2009,91476039.0712458,901228865.731673
The Hangover,Todd Phillips,Comedy,4134,7.1,2009,35574015.19437329,466802856.532436
Watchmen,Zack Snyder,Action|Mystery|Science Fiction,1751,6.8,2009,132132056.436243,188297310.746747
2012,Roland Emmerich,Action|Adventure|Science Fiction,3533,5.6,2009,203280086.82499,782276248.083831
9,Shane Acker,Action|Adventure|Animation|Science Fiction|Thriller,851,6.5,2009,30492013.023748606,49222304.25703061
Angels & Demons,Ron Howard,Thriller|Mystery,1275,6.3,2009,152460065.118743,362462054.214392
The Princess and the Frog,Ron Clements|John Musker,Romance|Family|Animation|Music,706,6.5,2009,106722045.58312,271425431.47722995
The Blind Side,John Lee Hancock,Drama,1078,7.1,2009,29475612.589623604,314279459.502642
Zombieland,Ruben Fleischer,Comedy|Horror,2165,7.1,2009,23987050.245348897,104070645.115453
The Twilight Saga: New Moon,Chris Weitz,Adventure|Fantasy|Drama|Romance,1388,5.6,2009,50820021.7062476,721468940.530613
He's Just Not That Into You,Ken Kwapis,Comedy|Romance|Drama,612,6.0,2009,40656017.3649981,180166572.785146
G.I. Joe: The Rise of Cobra,Stephen Sommers,Adventure|Action|Thriller|Science Fiction,1470,5.7,2009,177870075.97186598,307429640.188147
The Proposal,Anne Fletcher,Comedy|Romance|Drama,1084,6.7,2009,40656017.3649981,322580119.28882
The Pink Panther 2,Harald Zwart,Comedy|Mystery,180,5.5,2009,0.0,77115349.8623082
The Ugly Truth,Robert Luketic,Comedy|Romance,584,6.3,2009,38623216.49674821,208665898.200178
Cloudy with a Chance of Meatballs,Phil Lord|Christopher Miller,Animation|Comedy|Family,1116,6.4,2009,101640043.412495,246973582.329756
Fantastic Mr. Fox,Wes Anderson,Adventure|Animation|Comedy|Family,711,7.5,2009,40656017.3649981,47233167.9514307
Coraline,Henry Selick,Animation|Family,711,7.1,2009,60984026.04749721,126639833.017605
Night at the Museum: Battle of the Smithsonian,Shawn Levy,Adventure|Fantasy|Action|Comedy|Family,1108,5.9,2009,152460065.118743,419881290.527696
17 Again,Burr Steers,Comedy,765,6.0,2009,20328008.682499,138502321.763511
A Christmas Carol,Robert Zemeckis,Animation|Drama,619,6.6,2009,203280086.82499,330567839.545335
The Rebound,Bart Freundlich,Comedy|Romance,134,5.7,2009,0.0,0.0
The Lovely Bones,Peter Jackson,Fantasy|Drama,600,6.6,2009,66066028.2181219,95059446.21219058
Paul Blart: Mall Cop,Steve Carr,Action|Adventure|Comedy|Family,510,5.4,2009,26426411.2872487,186299217.920521
Hachi: A Dog's Tale,Lasse HallstrÃ¶m,Drama|Family,976,7.7,2009,16262406.9459992,48585352.5313757
Law Abiding Citizen,F. Gary Gray,Drama|Crime|Thriller,900,7.2,2009,53869223.0086225,128768508.906005
The Box,Richard Kelly,Thriller|Science Fiction,296,5.3,2009,30492013.023748606,33880215.379317604
Crank: High Voltage,Mark Neveldine|Brian Taylor,Action|Thriller|Crime,560,5.9,2009,20328008.682499,35127385.466408804
Pandorum,Christian Alvart,Action|Horror|Mystery|Science Fiction|Thriller,406,6.2,2009,33541214.3261234,20983919.3254516
Tinker Bell and the Lost Treasure,Klay Hall,Animation|Family|Adventure|Fantasy,137,6.5,2009,0.0,0.0
Drag Me to Hell,Sam Raimi,Horror|Thriller,498,6.1,2009,30492013.023748606,92332504.83145942
Splice,Vincenzo Natali,Thriller|Science Fiction,374,5.3,2009,26426411.2872487,0.0
Knowing,Alex Proyas,Action|Adventure|Drama|Mystery|Science Fiction,817,5.7,2009,50820021.7062476,157995749.819944
Moon,Duncan Jones,Science Fiction|Drama,1027,7.4,2009,5082002.17062476,9920173.94270469
G-Force,Hoyt Yeatman,Fantasy|Action|Adventure|Family|Comedy,340,5.1,2009,152460065.118743,297620180.711931
Van Wilder: Freshman Year,Harvey Glazer,Comedy,91,5.0,2009,0.0,0.0
The Taking of Pelham 1 2 3,Tony Scott,Thriller|Drama|Crime,551,6.1,2009,101640043.412495,152628915.657262
The Invention of Lying,Ricky Gervais|Matthew Robinson,Comedy|Romance|Fantasy,305,5.8,2009,18803408.0313116,32436176.659339696
Confessions of a Shopaholic,P.J. Hogan,Comedy|Romance,445,6.0,2009,40656017.3649981,110109447.015147
Ghosts of Girlfriends Past,Mark Waters,Fantasy|Comedy|Romance,452,5.5,2009,0.0,103899774.989271
Gamer,Mark Neveldine|Brian Taylor,Action|Thriller|Science Fiction,484,5.6,2009,50820021.7062476,41498145.780688
Anaconda 4: Trail of Blood,Don E. FauntLeRoy,Action|Horror|Science Fiction,25,3.6,2009,0.0,0.0
Mr. Nobody,Jaco Van Dormael,Science Fiction|Drama|Romance|Fantasy,827,7.8,2009,47770820.4038728,3605384.76753194
Couples Retreat,Peter Billingsley,Comedy|Romance,372,5.3,2009,71148030.38874671,174663169.978133
Brothers,Jim Sheridan,Drama|Thriller|War,381,6.7,2009,26426411.2872487,44028788.7291762
The Road,John Hillcoat,Adventure|Drama,600,6.7,2009,32524813.8919985,28088535.9991754
Monsters vs Aliens,Rob Letterman|Conrad Vernon,Animation|Family|Adventure|Science Fiction,932,6.0,2009,177870075.97186598,387766797.490954
Fish Tank,Andrea Arnold,Drama,124,6.6,2009,3049201.30237486,2396521.79640238
Julie & Julia,Nora Ephron,Romance|Drama,341,6.5,2009,40656017.3649981,131665019.420363
Chloe,Atom Egoyan,Drama|Thriller|Mystery,297,5.9,2009,15246006.5118743,8598196.78366181
Public Enemies,Michael Mann,History|Crime|Drama,853,6.5,2009,81312034.7299962,217616028.716158
Merry Madagascar,David Soren,Family|Animation,45,6.3,2009,0.0,0.0
Jennifer's Body,Karyn Kusama,Comedy|Horror,441,5.2,2009,16262406.9459992,32073594.0996735
Orphan,Jaume Collet-Serra,Horror|Thriller|Mystery,707,6.5,2009,20328008.682499,42278447.5743705
All About Steve,Phil Traill,Comedy,192,4.6,2009,15246006.5118743,40763290.2996165
The Final Destination,David R. Ellis,Horror|Mystery,472,5.5,2009,40656017.3649981,189220360.8994
Alvin and the Chipmunks: The Squeakquel,Betty Thomas,Comedy|Family|Animation|Fantasy|Music,414,5.3,2009,76230032.5593715,450407693.460134
After.Life,Agnieszka Wojtowicz-Vosloo,Drama|Horror|Mystery|Thriller,130,5.2,2009,4573801.95356229,3665541.44362606
Bride Wars,Gary Winick,Comedy,501,5.8,2009,30492013.023748606,116543991.538669
Precious,Lee Daniels,Drama,205,6.8,2009,10164004.3412495,64691685.0923125
State of Play,Kevin Macdonald,Action,257,6.6,2009,60984026.04749721,89223892.89090909
The Unborn,David S. Goyer,Horror|Thriller|Mystery,186,4.9,2009,16262406.9459992,77768913.63665842
"New York, I Love You",Natalie Portman|Fatih Akin|Mira Nair|Allen Hughes|Yvan Attal|Shunji Iwai|Brett Ratner|Joshua Marston|Shekhar Kapur|Randall Balsmeyer|Wen Jiang,Drama|Comedy|Romance,116,5.6,2009,14941086.3816368,8181684.01696087
